WARNING - psiflow.learning - adding atomic energies from model into SequentialLearning
INFO - psiflow.learning - performing random pretraining
INFO - psiflow.models.base - training model using 81 states for training and 9 for validation
INFO - psiflow.sampling - 
INFO - psiflow.sampling - 
INFO - psiflow.learning - reinitializing scale/shift/avg_num_neighbors on data_train
INFO - psiflow.models.base - training model using 162 states for training and 18 for validation
INFO - psiflow.metrics - 
+--------------+---------+--------------+----------+--------+--------------+-------------+------------+--------+-------------------------------------+
| walker_index | counter | is_discarded | is_reset | f_rmse | disagreement | temperature | identifier | e_rmse |                              stdout |
|           64 |    1000 |        False |    False |  33.28 |         None |      226.83 |        154 |   0.86 | task_3564_molecular_dynamics_openmm |
|           65 |    1000 |        False |    False |  34.15 |         None |      230.41 |        155 |   0.88 | task_3576_molecular_dynamics_openmm |
|           66 |    1000 |        False |    False |  32.77 |         None |      232.36 |        156 |   1.00 | task_3588_molecular_dynamics_openmm |
|           67 |    1000 |        False |    False |  33.64 |         None |      229.27 |        157 |   0.56 | task_3600_molecular_dynamics_openmm |
|           68 |    1000 |        False |    False |  32.03 |         None |      224.31 |        158 |   1.04 | task_3612_molecular_dynamics_openmm |
|           69 |    1000 |        False |    False |  38.50 |         None |      231.20 |        159 |   0.42 | task_3624_molecular_dynamics_openmm |
|           70 |    1000 |        False |    False |  31.91 |         None |      224.94 |        160 |   1.60 | task_3636_molecular_dynamics_openmm |
|           71 |    1000 |        False |    False |  34.99 |         None |      220.08 |        161 |   1.54 | task_3648_molecular_dynamics_openmm |
|           72 |    1000 |        False |    False |  30.01 |         None |      217.45 |        162 |   1.62 | task_3660_molecular_dynamics_openmm |
|           73 |    1000 |        False |    False |  32.29 |         None |      225.13 |        163 |   1.61 | task_3672_molecular_dynamics_openmm |
|           74 |    1000 |        False |    False |  31.46 |         None |      229.85 |        164 |   1.68 | task_3684_molecular_dynamics_openmm |
|           75 |    1000 |        False |    False |  31.76 |         None |      228.25 |        165 |   1.84 | task_3696_molecular_dynamics_openmm |
|           76 |    1000 |        False |    False |  29.96 |         None |      221.83 |        166 |   1.62 | task_3708_molecular_dynamics_openmm |
|           77 |    1000 |        False |    False |  33.90 |         None |      227.65 |        167 |   0.84 | task_3720_molecular_dynamics_openmm |
|           78 |    1000 |        False |    False |  33.36 |         None |      228.00 |        168 |   1.35 | task_3732_molecular_dynamics_openmm |
|           79 |    1000 |        False |    False |  32.17 |         None |      221.59 |        169 |   1.59 | task_3744_molecular_dynamics_openmm |
|           80 |    1000 |        False |    False |  33.03 |         None |      246.18 |        170 |   0.35 | task_3756_molecular_dynamics_openmm |
|           81 |    1000 |        False |    False |  42.15 |         None |      254.30 |        171 |   0.62 | task_3768_molecular_dynamics_openmm |
|           82 |    1000 |        False |    False |  37.22 |         None |      242.12 |        172 |   0.16 | task_3780_molecular_dynamics_openmm |
|           83 |    1000 |        False |    False |  35.15 |         None |      254.86 |        173 |   0.06 | task_3792_molecular_dynamics_openmm |
|           84 |    1000 |        False |    False |  33.76 |         None |      234.08 |        174 |   0.41 | task_3804_molecular_dynamics_openmm |
|           85 |    1000 |        False |    False |  33.29 |         None |      252.97 |        175 |   0.17 | task_3816_molecular_dynamics_openmm |
|           86 |    1000 |        False |    False |  38.32 |         None |      255.49 |        176 |   0.33 | task_3828_molecular_dynamics_openmm |
|           87 |    1000 |        False |    False |  40.75 |         None |      242.88 |        177 |   0.34 | task_3840_molecular_dynamics_openmm |
|           88 |    1000 |        False |    False |  34.86 |         None |      261.01 |        178 |   0.16 | task_3852_molecular_dynamics_openmm |
|           89 |    1000 |        False |    False |  33.19 |         None |      265.76 |        179 |   0.10 | task_3864_molecular_dynamics_openmm |
+--------------+---------+--------------+----------+--------+--------------+-------------+------------+--------+-------------------------------------+

INFO - psiflow.sampling - 
INFO - psiflow.sampling - 
INFO - psiflow.learning - reinitializing scale/shift/avg_num_neighbors on data_train
INFO - psiflow.models.base - training model using 243 states for training and 27 for validation
INFO - psiflow.metrics - 
+--------------+---------+--------------+----------+--------+--------------+-------------+------------+--------+-------------------------------------+
| walker_index | counter | is_discarded | is_reset | f_rmse | disagreement | temperature | identifier | e_rmse |                              stdout |
+--------------+---------+--------------+----------+--------+--------------+-------------+------------+--------+-------------------------------------+
|            0 |    2000 |        False |    False |  17.26 |         None |      155.70 |        180 |   0.55 | task_5653_molecular_dynamics_openmm |
|            1 |    2000 |        False |    False |  16.95 |         None |      157.16 |        181 |   0.97 | task_5665_molecular_dynamics_openmm |
|            2 |    2000 |        False |    False |  22.09 |         None |      156.95 |        182 |   0.33 | task_5677_molecular_dynamics_openmm |
|            3 |    2000 |        False |    False |  17.73 |         None |      148.49 |        183 |   0.73 | task_5689_molecular_dynamics_openmm |
|            4 |    2000 |        False |    False |  17.93 |         None |      153.04 |        184 |   0.76 | task_5701_molecular_dynamics_openmm |
|            5 |    2000 |        False |    False |  18.22 |         None |      145.85 |        185 |   0.86 | task_5713_molecular_dynamics_openmm |
|            6 |    2000 |        False |    False |  18.84 |         None |      156.87 |        186 |   0.54 | task_5725_molecular_dynamics_openmm |
|            7 |    2000 |        False |    False |  16.55 |         None |      154.53 |        187 |   0.66 | task_5737_molecular_dynamics_openmm |
|            8 |    2000 |        False |    False |  21.91 |         None |      149.75 |        188 |   0.06 | task_5749_molecular_dynamics_openmm |
|            9 |    2000 |        False |    False |  17.37 |         None |      151.44 |        189 |   0.21 | task_5761_molecular_dynamics_openmm |
|           10 |    2000 |        False |    False |  22.09 |         None |      167.89 |        190 |   0.59 | task_5773_molecular_dynamics_openmm |
|           11 |    2000 |        False |    False |  19.74 |         None |      166.25 |        191 |   0.52 | task_5785_molecular_dynamics_openmm |
|           12 |    2000 |        False |    False |  19.14 |         None |      165.78 |        192 |   0.37 | task_5797_molecular_dynamics_openmm |
|           13 |    2000 |        False |    False |  18.81 |         None |      166.24 |        193 |   0.63 | task_5809_molecular_dynamics_openmm |
|           14 |    2000 |        False |    False |  20.42 |         None |      164.91 |        194 |   0.66 | task_5821_molecular_dynamics_openmm |
|           15 |    2000 |        False |    False |  20.09 |         None |      165.54 |        195 |   0.52 | task_5833_molecular_dynamics_openmm |
|           16 |    2000 |        False |    False |  22.05 |         None |      165.15 |        196 |   0.49 | task_5845_molecular_dynamics_openmm |
|           17 |    2000 |        False |    False |  18.30 |         None |      166.81 |        197 |   0.70 | task_5857_molecular_dynamics_openmm |
|           18 |    2000 |        False |    False |  19.56 |         None |      165.13 |        198 |   0.54 | task_5869_molecular_dynamics_openmm |
|           19 |    2000 |        False |    False |  20.49 |         None |      158.54 |        199 |   1.00 | task_5881_molecular_dynamics_openmm |
|           20 |    2000 |        False |    False |  20.42 |         None |      158.31 |        200 |   0.54 | task_5893_molecular_dynamics_openmm |
|           21 |    2000 |        False |    False |  19.46 |         None |      176.60 |        201 |   0.68 | task_5905_molecular_dynamics_openmm |
|           22 |    2000 |        False |    False |  21.43 |         None |      166.91 |        202 |   0.50 | task_5917_molecular_dynamics_openmm |
|           23 |    2000 |        False |    False |  20.29 |         None |      155.25 |        203 |   0.73 | task_5929_molecular_dynamics_openmm |
|           24 |    2000 |        False |    False |  20.34 |         None |      167.05 |        204 |   0.63 | task_5941_molecular_dynamics_openmm |
|           25 |    2000 |        False |    False |  21.75 |         None |      164.52 |        205 |   0.87 | task_5953_molecular_dynamics_openmm |
|           26 |    2000 |        False |    False |  20.18 |         None |      167.59 |        206 |   0.76 | task_5965_molecular_dynamics_openmm |
|           27 |    2000 |        False |    False |  19.98 |         None |      168.01 |        207 |   0.32 | task_5977_molecular_dynamics_openmm |
|           28 |    2000 |        False |    False |  19.38 |         None |      162.94 |        208 |   0.85 | task_5989_molecular_dynamics_openmm |
|           29 |    2000 |        False |    False |  21.15 |         None |      164.30 |        209 |   0.50 | task_6001_molecular_dynamics_openmm |
|           30 |    2000 |        False |    False |  20.23 |         None |      168.25 |        210 |   0.40 | task_6013_molecular_dynamics_openmm |
|           31 |    2000 |        False |    False |  20.12 |         None |      170.41 |        211 |   0.36 | task_6025_molecular_dynamics_openmm |
|           32 |    2000 |        False |    False |  19.97 |         None |      172.27 |        212 |   0.69 | task_6037_molecular_dynamics_openmm |
|           33 |    2000 |        False |    False |  21.87 |         None |      171.42 |        213 |   0.64 | task_6049_molecular_dynamics_openmm |
|           34 |    2000 |        False |    False |  20.32 |         None |      165.74 |        214 |   0.51 | task_6061_molecular_dynamics_openmm |
|           35 |    2000 |        False |    False |  20.58 |         None |      168.99 |        215 |   0.46 | task_6073_molecular_dynamics_openmm |
|           36 |    2000 |        False |    False |  19.81 |         None |      164.81 |        216 |   0.53 | task_6085_molecular_dynamics_openmm |
|           37 |    2000 |        False |    False |  19.90 |         None |      160.02 |        217 |   0.61 | task_6097_molecular_dynamics_openmm |
|           38 |    2000 |        False |    False |  20.75 |         None |      171.59 |        218 |   0.53 | task_6109_molecular_dynamics_openmm |
|           39 |    2000 |        False |    False |  21.08 |         None |      164.35 |        219 |   0.33 | task_6121_molecular_dynamics_openmm |
|           40 |    2000 |        False |    False |  19.95 |         None |      163.06 |        220 |   0.56 | task_6133_molecular_dynamics_openmm |
|           41 |    2000 |        False |    False |  20.40 |         None |      165.02 |        221 |   0.28 | task_6145_molecular_dynamics_openmm |
|           42 |    2000 |        False |    False |  20.59 |         None |      167.05 |        222 |   0.76 | task_6157_molecular_dynamics_openmm |
|           43 |    2000 |        False |    False |  20.77 |         None |      168.97 |        223 |   0.64 | task_6169_molecular_dynamics_openmm |
|           44 |    2000 |        False |    False |  20.32 |         None |      168.73 |        224 |   0.63 | task_6181_molecular_dynamics_openmm |
|           45 |    2000 |        False |    False |  21.14 |         None |      171.36 |        225 |   0.43 | task_6193_molecular_dynamics_openmm |
|           46 |    2000 |        False |    False |  20.66 |         None |      169.12 |        226 |   0.40 | task_6205_molecular_dynamics_openmm |
|           47 |    2000 |        False |    False |  20.80 |         None |      173.39 |        227 |   0.60 | task_6217_molecular_dynamics_openmm |
|           48 |    2000 |        False |    False |  19.81 |         None |      166.21 |        228 |   0.61 | task_6229_molecular_dynamics_openmm |
|           49 |    2000 |        False |    False |  20.53 |         None |      167.32 |        229 |   0.58 | task_6241_molecular_dynamics_openmm |
|           50 |    2000 |        False |    False |  20.57 |         None |      175.06 |        230 |   0.44 | task_6253_molecular_dynamics_openmm |
|           51 |    2000 |        False |    False |  19.94 |         None |      169.28 |        231 |   0.50 | task_6265_molecular_dynamics_openmm |
|           52 |    2000 |        False |    False |  20.33 |         None |      165.16 |        232 |   0.28 | task_6277_molecular_dynamics_openmm |
|           53 |    2000 |        False |    False |  20.91 |         None |      165.91 |        233 |   0.20 | task_6289_molecular_dynamics_openmm |
|           54 |    2000 |        False |    False |  21.70 |         None |      167.50 |        234 |   0.59 | task_6301_molecular_dynamics_openmm |
|           55 |    2000 |        False |    False |  19.47 |         None |      174.56 |        235 |   0.13 | task_6313_molecular_dynamics_openmm |
|           56 |    2000 |        False |    False |  20.91 |         None |      169.08 |        236 |   0.48 | task_6325_molecular_dynamics_openmm |
|           57 |    2000 |        False |    False |  20.29 |         None |      166.80 |        237 |   0.38 | task_6337_molecular_dynamics_openmm |
|           58 |    2000 |        False |    False |  20.20 |         None |      166.85 |        238 |   0.24 | task_6349_molecular_dynamics_openmm |
|           59 |    2000 |        False |    False |  20.13 |         None |      169.21 |        239 |   0.19 | task_6361_molecular_dynamics_openmm |
|           60 |    2000 |        False |    False |  21.47 |         None |      174.81 |        240 |   0.60 | task_6373_molecular_dynamics_openmm |
|           61 |    2000 |        False |    False |  20.19 |         None |      165.61 |        241 |   0.18 | task_6385_molecular_dynamics_openmm |
|           62 |    2000 |        False |    False |  21.50 |         None |      169.33 |        242 |   0.16 | task_6397_molecular_dynamics_openmm |
|           63 |    2000 |        False |    False |  20.82 |         None |      163.24 |        243 |   0.37 | task_6409_molecular_dynamics_openmm |
|           64 |    2000 |        False |    False |  21.17 |         None |      166.42 |        244 |   0.04 | task_6421_molecular_dynamics_openmm |
|           65 |    2000 |        False |    False |  19.07 |         None |      170.40 |        245 |   0.26 | task_6433_molecular_dynamics_openmm |
|           66 |    2000 |        False |    False |  20.31 |         None |      165.28 |        246 |   0.38 | task_6445_molecular_dynamics_openmm |
|           67 |    2000 |        False |    False |  21.64 |         None |      167.96 |        247 |   0.14 | task_6457_molecular_dynamics_openmm |
|           68 |    2000 |        False |    False |  20.64 |         None |      166.91 |        248 |   0.17 | task_6469_molecular_dynamics_openmm |
|           69 |    2000 |        False |    False |  21.09 |         None |      172.89 |        249 |   0.22 | task_6481_molecular_dynamics_openmm |
|           70 |    2000 |        False |    False |  22.99 |         None |      169.15 |        250 |   0.17 | task_6493_molecular_dynamics_openmm |
|           71 |    2000 |        False |    False |  23.07 |         None |      165.30 |        251 |   0.42 | task_6505_molecular_dynamics_openmm |
|           72 |    2000 |        False |    False |  20.84 |         None |      166.26 |        252 |   0.06 | task_6517_molecular_dynamics_openmm |
|           73 |    2000 |        False |    False |  20.94 |         None |      171.04 |        253 |   0.03 | task_6529_molecular_dynamics_openmm |
|           74 |    2000 |        False |    False |  20.72 |         None |      170.72 |        254 |   0.06 | task_6541_molecular_dynamics_openmm |
|           75 |    2000 |        False |    False |  22.82 |         None |      169.00 |        255 |   0.17 | task_6553_molecular_dynamics_openmm |
|           76 |    2000 |        False |    False |  20.87 |         None |      167.82 |        256 |   0.07 | task_6565_molecular_dynamics_openmm |
|           77 |    2000 |        False |    False |  22.05 |         None |      166.15 |        257 |   0.02 | task_6577_molecular_dynamics_openmm |
|           78 |    2000 |        False |    False |  21.42 |         None |      168.24 |        258 |   0.23 | task_6589_molecular_dynamics_openmm |
|           79 |    2000 |        False |    False |  21.10 |         None |      165.21 |        259 |   0.01 | task_6601_molecular_dynamics_openmm |
|           80 |    2000 |        False |    False |  19.36 |         None |      154.96 |        260 |   0.67 | task_6613_molecular_dynamics_openmm |
|           81 |    2000 |        False |    False |  19.10 |         None |      161.43 |        261 |   0.05 | task_6625_molecular_dynamics_openmm |
|           82 |    2000 |        False |    False |  20.05 |         None |      150.17 |        262 |   0.60 | task_6637_molecular_dynamics_openmm |
|           83 |    2000 |        False |    False |  20.98 |         None |      165.61 |        263 |   0.61 | task_6649_molecular_dynamics_openmm |
|           84 |    2000 |        False |    False |  19.53 |         None |      159.86 |        264 |   0.70 | task_6661_molecular_dynamics_openmm |
|           85 |    2000 |        False |    False |  20.50 |         None |      156.49 |        265 |   0.56 | task_6673_molecular_dynamics_openmm |
|           86 |    2000 |        False |    False |  20.13 |         None |      164.45 |        266 |   0.36 | task_6685_molecular_dynamics_openmm |
|           87 |    2000 |        False |    False |  20.99 |         None |      156.69 |        267 |   0.28 | task_6697_molecular_dynamics_openmm |
|           88 |    2000 |        False |    False |  19.77 |         None |      163.59 |        268 |   0.48 | task_6709_molecular_dynamics_openmm |
|           89 |    2000 |        False |    False |  22.67 |         None |      158.72 |        269 |   0.71 | task_6721_molecular_dynamics_openmm |
+--------------+---------+--------------+----------+--------+--------------+-------------+------------+--------+-------------------------------------+

INFO - psiflow.sampling - 
INFO - psiflow.sampling - 
INFO - psiflow.learning - reinitializing scale/shift/avg_num_neighbors on data_train
INFO - psiflow.models.base - training model using 324 states for training and 36 for validation
INFO - psiflow.metrics - 
+--------------+---------+--------------+----------+--------+--------------+-------------+------------+--------+-------------------------------------+
| walker_index | counter | is_discarded | is_reset | f_rmse | disagreement | temperature | identifier | e_rmse |                              stdout |
+--------------+---------+--------------+----------+--------+--------------+-------------+------------+--------+-------------------------------------+
|            0 |    3000 |        False |    False |  19.71 |         None |      151.87 |        270 |   0.37 | task_8513_molecular_dynamics_openmm |
|            1 |    3000 |        False |    False |  20.17 |         None |      168.44 |        271 |   0.11 | task_8525_molecular_dynamics_openmm |
|            2 |    3000 |        False |    False |  20.27 |         None |      165.01 |        272 |   0.23 | task_8537_molecular_dynamics_openmm |
|            3 |    3000 |        False |    False |  20.02 |         None |      151.38 |        273 |   0.53 | task_8549_molecular_dynamics_openmm |
|            4 |    3000 |        False |    False |  20.17 |         None |      157.07 |        274 |   0.43 | task_8561_molecular_dynamics_openmm |
|            5 |    3000 |        False |    False |  19.74 |         None |      156.69 |        275 |   0.29 | task_8573_molecular_dynamics_openmm |
|            6 |    3000 |        False |    False |  20.82 |         None |      158.95 |        276 |   0.64 | task_8585_molecular_dynamics_openmm |
|            7 |    3000 |        False |    False |  20.09 |         None |      157.10 |        277 |   0.12 | task_8597_molecular_dynamics_openmm |
|            8 |    3000 |        False |    False |  21.36 |         None |      153.27 |        278 |   0.91 | task_8609_molecular_dynamics_openmm |
|            9 |    3000 |        False |    False |  20.66 |         None |      159.80 |        279 |   0.83 | task_8621_molecular_dynamics_openmm |
|           10 |    3000 |        False |    False |  21.98 |         None |      165.28 |        280 |   0.39 | task_8633_molecular_dynamics_openmm |
|           11 |    3000 |        False |    False |  21.07 |         None |      163.63 |        281 |   0.08 | task_8645_molecular_dynamics_openmm |
|           12 |    3000 |        False |    False |  21.51 |         None |      163.89 |        282 |   0.11 | task_8657_molecular_dynamics_openmm |
|           13 |    3000 |        False |    False |  23.34 |         None |      166.74 |        283 |   0.05 | task_8669_molecular_dynamics_openmm |
|           14 |    3000 |        False |    False |  19.85 |         None |      166.88 |        284 |   0.14 | task_8681_molecular_dynamics_openmm |
|           15 |    3000 |        False |    False |  20.69 |         None |      162.89 |        285 |   0.10 | task_8693_molecular_dynamics_openmm |
|           16 |    3000 |        False |    False |  20.27 |         None |      166.94 |        286 |   0.04 | task_8705_molecular_dynamics_openmm |
|           17 |    3000 |        False |    False |  19.19 |         None |      164.99 |        287 |   0.23 | task_8717_molecular_dynamics_openmm |
|           18 |    3000 |        False |    False |  21.03 |         None |      165.34 |        288 |   0.25 | task_8729_molecular_dynamics_openmm |
|           19 |    3000 |        False |    False |  20.10 |         None |      162.27 |        289 |   0.51 | task_8741_molecular_dynamics_openmm |
|           20 |    3000 |        False |    False |  22.07 |         None |      167.21 |        290 |   0.05 | task_8753_molecular_dynamics_openmm |
|           21 |    3000 |        False |    False |  21.18 |         None |      167.16 |        291 |   0.04 | task_8765_molecular_dynamics_openmm |
|           22 |    3000 |        False |    False |  20.86 |         None |      163.75 |        292 |   0.15 | task_8777_molecular_dynamics_openmm |
|           23 |    3000 |        False |    False |  20.36 |         None |      160.46 |        293 |   0.08 | task_8789_molecular_dynamics_openmm |
|           24 |    3000 |        False |    False |  19.45 |         None |      166.07 |        294 |   0.03 | task_8801_molecular_dynamics_openmm |
|           25 |    3000 |        False |    False |  21.42 |         None |      170.89 |        295 |   0.32 | task_8813_molecular_dynamics_openmm |
|           26 |    3000 |        False |    False |  20.00 |         None |      165.73 |        296 |   0.10 | task_8825_molecular_dynamics_openmm |
|           27 |    3000 |        False |    False |  20.69 |         None |      164.86 |        297 |   0.33 | task_8837_molecular_dynamics_openmm |
|           28 |    3000 |        False |    False |  21.04 |         None |      162.75 |        298 |   0.12 | task_8849_molecular_dynamics_openmm |
|           29 |    3000 |        False |    False |  22.38 |         None |      168.14 |        299 |   0.41 | task_8861_molecular_dynamics_openmm |
|           30 |    3000 |        False |    False |  20.72 |         None |      173.49 |        300 |   0.08 | task_8873_molecular_dynamics_openmm |
|           31 |    3000 |        False |    False |  20.54 |         None |      169.03 |        301 |   0.11 | task_8885_molecular_dynamics_openmm |
|           32 |    3000 |        False |    False |  20.42 |         None |      165.55 |        302 |   0.22 | task_8897_molecular_dynamics_openmm |
